name,r,g,b,canvas_x,canvas_y,font_size,link
finnish electro,169,135,123,778,1624,100,engenremap-finnishelectro.html
chill beats,131,161,180,921,2202,102,engenremap-chillbeats.html
electroclash,185,131,88,921,1089,102,engenremap-electroclash.html
nursery,87,158,51,987,6230,101,engenremap-nursery.html
vintage french electronic,125,135,116,586,6834,101,engenremap-vintagefrenchelectronic.html
library music,94,144,147,623,8295,100,engenremap-librarymusic.html
vaporwave,154,133,147,537,3926,102,engenremap-vaporwave.html
indian edm,194,137,118,993,1063,101,engenremap-indianedm.html
traditional scottish folk,103,151,68,533,8246,100,engenremap-traditionalscottishfolk.html
grave wave,171,127,128,475,2649,102,engenremap-gravewave.html
norwegian space disco,173,139,171,1135,975,100,engenremap-norwegianspacedisco.html
dutch experimental,88,121,175,332,7716,100,engenremap-dutchexperimental.html
christian dance,188,129,123,939,824,100,engenremap-christiandance.html
new rave,183,124,71,692,1936,110,engenremap-newrave.html
baja indie,159,130,95,612,3714,100,engenremap-bajaindie.html
hamilton on indie,158,129,43,578,4553,100,engenremap-hamiltononindie.html
techno,183,136,194,1178,649,102,engenremap-techno.html
kinderchor,90,159,30,842,6795,100,engenremap-kinderchor.html
lithuanian electronic,164,145,177,1169,873,102,engenremap-lithuanianelectronic.html
romanian contemporary classical,27,155,135,328,10599,100,engenremap-romaniancontemporaryclassical.html
jazz,80,144,101,925,9494,104,engenremap-jazz.html
nueva ola chilena,112,145,14,573,8466,100,engenremap-nuevaolachilena.html
zouglou,196,121,11,1019,2878,100,engenremap-zouglou.html
orchestra,55,150,156,239,9802,101,engenremap-orchestra.html
oratory,94,97,13,1196,10058,100,engenremap-oratory.html
alternative country,131,139,20,576,7193,104,engenremap-alternativecountry.html
ethio-jazz,145,135,115,780,6722,100,engenremap-ethiojazz.html
sheffield indie,178,119,28,380,4363,104,engenremap-sheffieldindie.html
pop quebecois,146,142,14,604,4676,101,engenremap-popquebecois.html
bhangra,190,119,14,951,4099,102,engenremap-bhangra.html
latin arena pop,174,135,5,645,3296,111,engenremap-latinarenapop.html
cumbia boliviana,190,135,4,959,3457,100,engenremap-cumbiaboliviana.html
carnaval,189,128,6,689,2379,102,engenremap-carnaval.html
dweilorkest,145,107,12,903,7326,100,engenremap-dweilorkest.html
german shoegaze,161,128,115,219,3998,100,engenremap-germanshoegaze.html
reggaeton flow,187,141,9,1151,2051,113,engenremap-reggaetonflow.html
hindustani classical,109,141,87,561,9146,100,engenremap-hindustaniclassical.html
children's story,77,128,5,1258,7693,100,engenremap-childrensstory.html
sitar,109,140,100,604,8596,100,engenremap-sitar.html
polish early music,35,164,92,193,10599,100,engenremap-polishearlymusic.html
classic afrobeat,170,124,50,975,5789,100,engenremap-classicafrobeat.html
alaska indie,125,145,21,601,6709,100,engenremap-alaskaindie.html
polish modern jazz,89,149,159,609,8706,100,engenremap-polishmodernjazz.html
classical cello,32,164,179,286,10837,100,engenremap-classicalcello.html
mbalax,159,132,26,961,5998,100,engenremap-mbalax.html
australian americana,118,152,7,697,6559,100,engenremap-australianamericana.html
french post-rock,139,141,176,290,5220,100,engenremap-frenchpostrock.html
persian pop,170,135,5,810,3762,101,engenremap-persianpop.html
chant religieux,61,164,33,252,9517,100,engenremap-chantreligieux.html
channel pop,121,153,9,739,5593,102,engenremap-channelpop.html
ccm,158,136,16,350,3368,109,engenremap-ccm.html
brazilian surf rock,206,110,133,404,4059,100,engenremap-braziliansurfrock.html
cajun,134,141,44,827,7205,100,engenremap-cajun.html
straight edge,226,76,40,309,5544,101,engenremap-straightedge.html
irish singer-songwriter,107,152,18,551,7727,104,engenremap-irishsingersongwriter.html
kaseko,177,131,16,965,4789,101,engenremap-kaseko.html
classic arab pop,121,137,24,573,8319,101,engenremap-classicarabpop.html
indie psychedelic rock,166,127,103,265,5813,100,engenremap-indiepsychedelicrock.html
discofox,224,110,2,807,1104,102,engenremap-discofox.html
reggae mexicano,166,139,32,1054,2709,100,engenremap-reggaemexicano.html
regional mexican,151,141,4,1016,5448,112,engenremap-regionalmexican.html
classic peruvian pop,149,140,20,1029,6783,101,engenremap-classicperuvianpop.html
drama,65,115,15,1284,8747,100,engenremap-drama.html
nica,122,147,7,874,6808,101,engenremap-nica.html
jazz piano,76,144,141,981,9641,102,engenremap-jazzpiano.html
singaporean indie,166,126,50,358,4837,100,engenremap-singaporeanindie.html
birmingham indie,171,128,26,420,3962,101,engenremap-birminghamindie.html
australian singer-songwriter,112,152,27,551,7479,101,engenremap-australiansingersongwriter.html
metal tico,218,81,75,267,3950,100,engenremap-metaltico.html
lund indie,172,123,72,360,4985,100,engenremap-lundindie.html
eurobeat,210,121,49,554,1118,101,engenremap-eurobeat.html
swamp pop,137,133,14,838,6547,100,engenremap-swamppop.html
uk drill,175,132,9,991,4562,103,engenremap-ukdrill.html
hard rock,196,98,34,354,5132,116,engenremap-hardrock.html
uk christian rap,168,134,14,985,4895,100,engenremap-ukchristianrap.html
flick hop,189,112,14,917,4475,100,engenremap-flickhop.html
nigerian hip hop,195,128,5,1010,3949,102,engenremap-nigerianhiphop.html
balkan hip hop,188,119,16,1067,3859,101,engenremap-balkanhiphop.html
ottawa rap,150,144,18,1059,3309,102,engenremap-ottawarap.html
banda,151,141,6,1002,5434,112,engenremap-banda.html
finnish black metal,211,56,154,36,4916,100,engenremap-finnishblackmetal.html
swedish choir,31,157,59,114,10861,100,engenremap-swedishchoir.html
quebec death metal,236,62,90,206,4203,100,engenremap-quebecdeathmetal.html
dutch metal,203,99,56,191,4253,101,engenremap-dutchmetal.html
colombian hardcore,231,83,39,290,3651,100,engenremap-colombianhardcore.html
dance-punk,188,114,68,588,2490,107,engenremap-dancepunk.html
alphorn,95,164,155,521,8270,100,engenremap-alphorn.html
minimal wave,171,129,104,782,1747,100,engenremap-minimalwave.html
romanian electronic,177,139,195,1380,414,100,engenremap-romanianelectronic.html
japanese soundtrack,78,150,183,408,8282,101,engenremap-japanesesoundtrack.html
traditional soul,124,135,48,937,5629,100,engenremap-traditionalsoul.html
world chill,144,145,121,821,3675,100,engenremap-worldchill.html
winnipeg hip hop,155,136,56,1029,3272,100,engenremap-winnipeghiphop.html
shamanic,90,157,75,556,8111,102,engenremap-shamanic.html
indie emo,175,121,69,571,4068,100,engenremap-indieemo.html
minimal melodic techno,160,152,206,1146,775,100,engenremap-minimalmelodictechno.html
kodomo no ongaku,106,156,14,987,6026,100,engenremap-kodomonoongaku.html
industrial,172,102,104,490,3602,104,engenremap-industrial.html
future funk,171,130,113,737,2436,103,engenremap-futurefunk.html
south african electronic,148,141,144,1078,1923,100,engenremap-southafricanelectronic.html
leipzig electronic,155,151,187,1253,698,101,engenremap-leipzigelectronic.html
substep,157,147,168,842,2009,101,engenremap-substep.html
folklore quebecois,144,141,55,1046,7921,100,engenremap-folklorequebecois.html
deep hardcore,196,115,92,836,1389,100,engenremap-deephardcore.html
nu electro,192,133,155,1098,922,100,engenremap-nuelectro.html
breakcore,198,102,134,805,2180,100,engenremap-breakcore.html
minnesota hip hop,138,137,51,849,5592,104,engenremap-minnesotahiphop.html
deep latin alternative,160,134,61,695,3913,100,engenremap-deeplatinalternative.html
japanese psychedelic,150,114,112,352,7267,100,engenremap-japanesepsychedelic.html
norteno,152,141,3,1029,5507,111,engenremap-norteno.html
african reggae,165,137,7,1122,3095,100,engenremap-africanreggae.html
jazz fusion,98,141,100,829,8693,104,engenremap-jazzfusion.html
persian traditional,77,158,100,571,9602,100,engenremap-persiantraditional.html
veena,124,139,58,780,9130,100,engenremap-veena.html
swedish idol pop,169,139,8,653,2650,103,engenremap-swedishidolpop.html
british math rock,179,123,108,441,6163,100,engenremap-britishmathrock.html
ectofolk,103,154,10,615,7528,102,engenremap-ectofolk.html
flamenco,124,139,57,893,8056,103,engenremap-flamenco.html
appalachian folk,81,150,38,985,9403,101,engenremap-appalachianfolk.html
austrian stoner rock,180,115,87,313,4559,100,engenremap-austrianstonerrock.html
georgian polyphony,50,165,44,197,10935,100,engenremap-georgianpolyphony.html
macedonian folk,157,136,32,508,7914,100,engenremap-macedonianfolk.html
new americana,121,145,20,601,7552,109,engenremap-newamericana.html
hindustani vocal,102,143,55,458,9118,100,engenremap-hindustanivocal.html
christlicher rap,173,132,11,955,4550,102,engenremap-christlicherrap.html
boston hardcore,226,70,61,245,5678,100,engenremap-bostonhardcore.html
spanish modern rock,182,127,34,354,2814,101,engenremap-spanishmodernrock.html
singaporean mandopop,124,151,5,586,6102,101,engenremap-singaporeanmandopop.html
birmingham grime,184,132,20,1010,4413,102,engenremap-birminghamgrime.html
greek rock,184,121,58,328,3004,100,engenremap-greekrock.html
russian post-rock,151,141,187,250,4401,100,engenremap-russianpostrock.html
finnish hardcore,227,71,41,237,5306,100,engenremap-finnishhardcore.html
canadian shoegaze,165,123,132,158,4314,100,engenremap-canadianshoegaze.html
classical bass,54,143,48,388,10874,100,engenremap-classicalbass.html
brazilian emo,195,112,39,378,4047,101,engenremap-brazilianemo.html
vintage swing,74,138,63,1162,9830,100,engenremap-vintageswing.html
sandalwood,162,129,7,973,4920,100,engenremap-sandalwood.html
canadian folk,109,151,19,593,7665,103,engenremap-canadianfolk.html
german pop rock,174,131,11,492,2478,102,engenremap-germanpoprock.html
polish trap,167,142,7,977,3734,103,engenremap-polishtrap.html
mollywood,134,143,16,789,6783,100,engenremap-mollywood.html
panamanian pop,187,134,10,1078,4011,105,engenremap-panamanianpop.html
malaysian mandopop,131,150,4,591,5690,101,engenremap-malaysianmandopop.html
zim urban groove,160,140,27,947,5764,100,engenremap-zimurbangroove.html
spanish prog,157,128,35,477,7528,100,engenremap-spanishprog.html
neo honky tonk,136,141,11,714,6000,100,engenremap-neohonkytonk.html
musica canaria,139,143,13,794,7022,101,engenremap-musicacanaria.html
semba,174,134,14,981,4526,100,engenremap-semba.html
alternative pop rock,172,132,4,471,2826,103,engenremap-alternativepoprock.html
old-time,89,151,35,939,8918,101,engenremap-oldtime.html
reggaeton chileno,193,135,4,1067,1437,103,engenremap-reggaetonchileno.html
cumbia ranchera,177,136,6,957,4839,103,engenremap-cumbiaranchera.html
rockabilly en espanol,188,114,25,658,4540,100,engenremap-rockabillyenespanol.html
garage punk,218,78,60,243,4474,100,engenremap-garagepunk.html
celtic punk,208,105,19,356,4072,101,engenremap-celticpunk.html
japanese experimental,119,130,134,719,5036,100,engenremap-japaneseexperimental.html
polish experimental electronic,134,136,185,727,4144,100,engenremap-polishexperimentalelectronic.html
outsider house,147,136,184,794,3231,101,engenremap-outsiderhouse.html
easycore,225,92,12,256,1838,102,engenremap-easycore.html
finnish metal,217,98,57,195,2477,102,engenremap-finnishmetal.html
melodic death metal,227,81,83,160,2919,104,engenremap-melodicdeathmetal.html
neo-trad metal,223,84,32,217,2814,101,engenremap-neotradmetal.html
cueca chilena,157,124,3,775,6534,100,engenremap-cuecachilena.html
queercore,184,109,48,517,4026,100,engenremap-queercore.html
abstract beats,157,128,111,887,3951,101,engenremap-abstractbeats.html
uk funky,185,136,78,1137,1163,104,engenremap-ukfunky.html
chill lounge,145,154,166,882,2137,101,engenremap-chilllounge.html
thai hip hop,168,128,13,1002,3285,101,engenremap-thaihiphop.html
chinese traditional,69,150,174,326,8705,100,engenremap-chinesetraditional.html
fourth world,85,145,150,471,8295,104,engenremap-fourthworld.html
breakbeat,208,118,122,935,874,102,engenremap-breakbeat.html
olympia wa indie,157,119,80,568,6558,101,engenremap-olympiawaindie.html
electronic rock,190,113,70,612,1223,102,engenremap-electronicrock.html
power noise,200,99,155,556,1524,100,engenremap-powernoise.html
electro jazz,157,141,129,1018,1767,102,engenremap-electrojazz.html
escape room,166,132,51,840,3443,109,engenremap-escaperoom.html
bulgarian indie,155,136,73,642,3762,100,engenremap-bulgarianindie.html
belly dance,152,129,72,832,5247,101,engenremap-bellydance.html
experimental,131,120,97,547,7702,103,engenremap-experimental.html
french soundtrack,65,158,164,356,8466,102,engenremap-frenchsoundtrack.html
no wave,162,108,91,563,6065,102,engenremap-nowave.html
screamo punk,193,97,102,338,5654,100,engenremap-screamopunk.html
deep ambient,72,147,200,195,7950,100,engenremap-deepambient.html
nordic soundtrack,68,155,185,290,7402,101,engenremap-nordicsoundtrack.html
acousmatic,50,138,129,479,9559,100,engenremap-acousmatic.html
indie dream pop,163,131,130,374,3886,101,engenremap-indiedreampop.html
dark jazz,84,145,166,420,7813,102,engenremap-darkjazz.html
military band,81,128,174,568,9374,100,engenremap-militaryband.html
german soundtrack,69,155,198,260,7351,103,engenremap-germansoundtrack.html
progressive trance house,187,141,181,1057,480,101,engenremap-progressivetrancehouse.html
mizrahi,169,134,4,609,4093,101,engenremap-mizrahi.html
duranguense,165,140,4,1002,5096,105,engenremap-duranguense.html
classical guitar quartet,36,168,225,985,10514,100,engenremap-classicalguitarquartet.html
forest psy,225,131,183,977,378,100,engenremap-forestpsy.html
tagalog worship,83,159,30,386,8099,101,engenremap-tagalogworship.html
irish neo-traditional,112,161,45,526,8405,100,engenremap-irishneotraditional.html
pagode,164,130,4,834,5665,108,engenremap-pagode.html
street band,170,119,98,849,5348,100,engenremap-streetband.html
battle rap,185,115,3,985,4908,101,engenremap-battlerap.html
bluegrass,108,150,39,864,7707,102,engenremap-bluegrass.html
trap italiana,176,143,14,949,2995,103,engenremap-trapitaliana.html
country quebecois,136,148,5,649,5788,100,engenremap-countryquebecois.html
spanish classical,80,152,30,706,10087,100,engenremap-spanishclassical.html
memphis blues,109,130,29,1031,8853,101,engenremap-memphisblues.html
jump blues,105,129,29,985,8762,100,engenremap-jumpblues.html
ghazal,120,137,32,658,8669,101,engenremap-ghazal.html
kora,117,150,105,969,7995,100,engenremap-kora.html
canberra indie,160,128,38,435,6263,100,engenremap-canberraindie.html
peruvian punk,218,91,35,350,5256,100,engenremap-peruvianpunk.html
neo-traditional country,134,145,9,695,4900,101,engenremap-neotraditionalcountry.html
deep rai,205,111,9,840,2902,100,engenremap-deeprai.html
pei indie,126,148,14,542,6571,100,engenremap-peiindie.html
cumbia chilena,192,132,6,915,3772,103,engenremap-cumbiachilena.html
charred death,221,67,116,131,4326,100,engenremap-charreddeath.html
hokkien pop,118,156,3,521,6871,100,engenremap-hokkienpop.html
baltic classical,25,163,124,211,10690,100,engenremap-balticclassical.html
minneapolis punk,195,94,73,328,5618,100,engenremap-minneapolispunk.html
rock en asturiano,200,108,15,460,4117,100,engenremap-rockenasturiano.html
vintage swoon,143,132,13,573,8136,100,engenremap-vintageswoon.html
qawwali,125,134,34,666,8596,101,engenremap-qawwali.html
cosmic american,134,130,38,670,7168,102,engenremap-cosmicamerican.html
beach house,158,159,171,971,2177,101,engenremap-beachhouse.html
cologne electronic,145,145,186,1067,1400,100,engenremap-cologneelectronic.html
halloween,115,96,109,392,5458,100,engenremap-halloween.html
greek black metal,216,71,126,80,4289,100,engenremap-greekblackmetal.html
lesen,72,114,0,1339,7807,102,engenremap-lesen.html
australian children's music,117,143,8,1070,5434,101,engenremap-australianchildrensmusic.html
romantico,111,158,157,739,6610,101,engenremap-romantico.html
romanian rock,136,139,48,703,5322,100,engenremap-romanianrock.html
italian soundtrack,68,160,174,317,8662,101,engenremap-italiansoundtrack.html
nu skool breaks,198,123,134,1046,849,101,engenremap-nuskoolbreaks.html
wrestling,208,83,39,388,2912,104,engenremap-wrestling.html
nintendocore,206,100,91,414,2875,101,engenremap-nintendocore.html
uk dance,201,131,62,998,959,109,engenremap-ukdance.html
santa fe indie,130,143,80,551,6448,100,engenremap-santafeindie.html
latintronica,158,143,88,1044,2108,101,engenremap-latintronica.html
tzadik,77,137,131,528,8762,100,engenremap-tzadik.html
art pop,136,137,70,521,5965,109,engenremap-artpop.html
spacewave,168,150,177,508,1537,100,engenremap-spacewave.html
australian dance,194,125,63,851,1314,106,engenremap-australiandance.html
throat singing,104,143,61,484,8381,100,engenremap-throatsinging.html
neo-synthpop,185,132,74,719,1175,103,engenremap-neosynthpop.html
